titulo;barrio;precio;metros;habitaciones;banos;planta;ascensor;garaje;terraza;aire;amueblado;reformado;url;precio_m2;es_piso_alto;es_estudio;metros_por_habitacion;log_precio;penalizacion_sin_ascensor;score_calidad
Piso en Casimiro Mahou Bierhans, 9, Imperial, Madrid;Imperial;1800;79;2;2;9;1;1;1;1;0;1;https://www.idealista.com/inmueble/108703099/;22.78;1;0;39.5;7.495541943884256;0;5
Estudio en Casimiro Mahou Bierhans, 9, Imperial, Madrid;Imperial;1550;52;0;1;8;1;1;1;1;0;1;https://www.idealista.com/inmueble/108903057/;29.81;1;1;52.0;7.346010209913293;0;5
Piso en Calle San Epifanio, 8, Imperial, Madrid;Imperial;2175;78;2;2;1;1;1;1;1;0;1;https://www.idealista.com/inmueble/110187285/;27.88;0;0;39.0;7.684783943522785;0;5
Piso en San Epifanio, 8, Imperial, Madrid;Imperial;2520;122;3;2;2;1;1;1;1;0;1;https://www.idealista.com/inmueble/110187334/;20.66;0;0;40.67;7.832014180505469;0;5
Piso en San Epifanio, 8, Imperial, Madrid;Imperial;2670;121;3;2;11;1;1;1;1;0;1;https://www.idealista.com/inmueble/110187213/;22.07;1;0;40.33;7.8898337513942955;0;5
Piso en San Epifanio, 8, Imperial, Madrid;Imperial;1780;85;2;2;6;1;1;1;1;0;1;https://www.idealista.com/inmueble/104203590/;20.94;1;0;42.5;7.484368643286131;0;5
Piso en Imperial, Madrid;Imperial;2100;93;2;2;9;1;1;0;1;0;0;https://www.idealista.com/inmueble/109964268/;22.58;1;0;46.5;7.649692623711514;0;3
Piso en Imperial, Madrid;Imperial;2850;146;3;2;2;1;1;1;1;1;0;https://www.idealista.com/inmueble/110179830/;19.52;0;0;48.67;7.955074273262696;0;5
Piso en Paseo de los Pontones, Imperial, Madrid;Imperial;1395;65;2;1;7;1;0;1;0;1;0;https://www.idealista.com/inmueble/110110657/;21.46;1;0;32.5;7.240649694255466;0;3
Piso en Calle Casimiro Mahou Bierhans, 27, Imperial, Madrid;Imperial;1530;64;1;1;0;1;1;1;1;0;1;https://www.idealista.com/inmueble/110025918/;23.91;0;0;64.0;7.333023014386481;0;5
Piso en Jerónimos, Madrid;Jerónimos;1800;52;1;1;6;1;0;1;1;1;1;https://www.idealista.com/inmueble/109931908/;34.62;1;0;52.0;7.495541943884256;0;5
Piso en moreto, Jerónimos, Madrid;Jerónimos;2100;69;1;1;5;1;0;1;1;0;1;https://www.idealista.com/inmueble/103678589/;30.43;1;0;69.0;7.649692623711514;0;4
Piso en Calle de Casado del Alisal, Jerónimos, Madrid;Jerónimos;5700;259;5;4;1;1;1;1;1;0;0;https://www.idealista.com/inmueble/109859454/;22.01;0;0;51.8;8.648221453822641;0;4
Piso en Jerónimos, Madrid;Jerónimos;1500;50;2;1;2;1;0;0;0;0;0;https://www.idealista.com/inmueble/110202230/;30.0;0;0;25.0;7.313220387090301;0;1
Estudio en Paseo de la Infanta Isabel, 15, Jerónimos, Madrid;Jerónimos;1050;30;0;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110200253/;35.0;0;1;30.0;6.956545443151569;0;0
Piso en Calle de Alfonso XII, Jerónimos, Madrid;Jerónimos;4500;170;4;3;3;1;0;0;1;0;1;https://www.idealista.com/inmueble/109494659/;26.47;1;0;42.5;8.411832675758411;0;3
Piso en Jerónimos, Madrid;Jerónimos;8500;322;4;5;6;1;1;1;1;0;1;https://www.idealista.com/inmueble/107005232/;26.4;1;0;80.5;9.047821442478408;0;5
Piso en Calle de Alfonso XII, Jerónimos, Madrid;Jerónimos;6500;188;3;3;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/110056752/;34.57;1;0;62.67;8.779557455883728;0;2
Ático en Calle de Espalter, Jerónimos, Madrid;Jerónimos;10000;200;3;2;7;1;0;1;1;1;0;https://www.idealista.com/inmueble/109372061/;50.0;1;0;66.67;9.210340371976184;0;4
Piso en Calle de la Academia, Jerónimos, Madrid;Jerónimos;8500;300;4;5;6;1;1;0;1;0;1;https://www.idealista.com/inmueble/106979928/;28.33;1;0;75.0;9.047821442478408;0;4
Piso en Calle Juan de Mena, Jerónimos, Madrid;Jerónimos;7800;313;4;4;3;1;1;1;1;0;0;https://www.idealista.com/inmueble/86097526/;24.92;1;0;78.25;8.961879012677683;0;4
Piso en Calle del Marqués de la Ensenada, 16, Chueca-Justicia, Madrid;Justicia;1980;65;1;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/103243220/;30.46;1;0;65.0;7.590852123688581;0;3
Piso en Calle de Fernando VI, Chueca-Justicia, Madrid;Justicia;1900;70;2;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/109855184/;27.14;0;0;35.0;7.549609165154532;0;4
Piso en Calle de Hernán Cortés, Chueca-Justicia, Madrid;Justicia;2400;68;1;1;3;1;1;1;1;1;1;https://www.idealista.com/inmueble/106016944/;35.29;1;0;68.0;7.783224016336037;0;6
Piso en Calle reina, Chueca-Justicia, Madrid;Justicia;2380;56;1;1;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/103796669/;42.5;0;0;56.0;7.77485576666552;0;5
Piso en Calle de Barquillo, Chueca-Justicia, Madrid;Justicia;1800;50;1;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/99967737/;36.0;1;0;50.0;7.495541943884256;1;0
Estudio en Calle de San Lorenzo, Chueca-Justicia, Madrid;Justicia;1250;28;0;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204604/;44.64;0;1;28.0;7.1308988302963465;0;0
Piso en Hortaleza, Chueca-Justicia, Madrid;Justicia;3000;125;1;1;3;1;0;0;1;0;1;https://www.idealista.com/inmueble/38968689/;24.0;1;0;125.0;8.006367567650246;0;3
Piso en Calle de las Infantas, Chueca-Justicia, Madrid;Justicia;2500;86;2;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/109983666/;29.07;0;0;43.0;7.824046010856292;0;4
Piso en Calle de Hortaleza, 70, Chueca-Justicia, Madrid;Justicia;2300;84;2;2;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/105914866/;27.38;1;0;42.0;7.7406644019172415;0;3
Dúplex en Calle de Barbieri, 3, Chueca-Justicia, Madrid;Justicia;1600;50;1;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/110202821/;32.0;1;0;50.0;7.3777589082278725;0;4
Ático en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;2300;77;2;1;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/88447147/;29.87;1;0;38.5;7.7406644019172415;0;4
Estudio en Calle del Marqués de la Ensenada, Chueca-Justicia, Madrid;Justicia;1320;38;0;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/93918822/;34.74;1;1;38.0;7.1853870155804165;0;3
Estudio en Calle de Churruca, Chueca-Justicia, Madrid;Justicia;1120;30;0;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/99591568/;37.33;0;1;30.0;7.02108396428914;0;3
Estudio en Calle de Barbieri, Chueca-Justicia, Madrid;Justicia;1320;32;0;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/110063052/;41.25;0;1;32.0;7.1853870155804165;0;0
Piso en Calle de Gravina, Chueca-Justicia, Madrid;Justicia;2000;58;2;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/109785255/;34.48;1;0;29.0;7.600902459542082;0;4
Estudio en Calle de Fuencarral, Chueca-Justicia, Madrid;Justicia;1600;45;0;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109775504/;35.56;0;1;45.0;7.3777589082278725;0;3
Piso en Calle de Larra, 3, Chueca-Justicia, Madrid;Justicia;1600;65;2;1;2;1;0;0;0;1;0;https://www.idealista.com/inmueble/96578215/;24.62;0;0;32.5;7.3777589082278725;0;2
Piso en Chueca-Justicia, Madrid;Justicia;2200;57;1;1;0;1;0;1;1;1;1;https://www.idealista.com/inmueble/109188443/;38.6;0;0;57.0;7.696212639346407;0;5
Piso en Chueca-Justicia, Madrid;Justicia;1650;50;2;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/107173436/;33.0;1;0;25.0;7.408530566894626;0;3
Piso en Calle del Marqués de la Ensenada, Chueca-Justicia, Madrid;Justicia;8500;206;2;3;11;1;0;0;1;1;1;https://www.idealista.com/inmueble/105581026/;41.26;1;0;103.0;9.047821442478408;0;4
Piso en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;3200;95;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/107352386/;33.68;0;0;47.5;8.070906088787819;0;0
Piso en de las Infantas, Chueca-Justicia, Madrid;Justicia;2500;80;1;1;3;1;1;0;1;1;0;https://www.idealista.com/inmueble/109105255/;31.25;1;0;80.0;7.824046010856292;0;4
Dúplex en San Lorenzo, Chueca-Justicia, Madrid;Justicia;1750;75;1;1;4;1;0;1;1;0;1;https://www.idealista.com/inmueble/85885067/;23.33;1;0;75.0;7.4673710669175595;0;4
Piso en Calle de Barceló, 5, Chueca-Justicia, Madrid;Justicia;3285;74;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/100686061/;44.39;0;0;74.0;8.09712193091871;0;3
Piso en Calle de Barceló, 5, Chueca-Justicia, Madrid;Justicia;4613;99;2;2;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/100672614/;46.6;1;0;49.5;8.43663368355782;0;4
Piso en Travesía Crossing Crossing de Belén, 3, Chueca-Justicia, Madrid;Justicia;4590;116;2;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/98913109/;39.57;0;0;58.0;8.431635303054591;0;4
Piso en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;4850;168;3;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109114917/;28.87;0;0;56.0;8.48673398393153;0;3
Piso en Calle de Santa Brígida, Chueca-Justicia, Madrid;Justicia;2220;48;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/104668819/;46.25;0;0;48.0;7.705262474866325;0;3
Piso en Calle del Barquillo, Chueca-Justicia, Madrid;Justicia;3995;101;2;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/108125910/;39.55;0;0;50.5;8.292798858200374;0;3
Piso en Calle del Barquillo, Chueca-Justicia, Madrid;Justicia;9795;293;4;5;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109575090/;33.43;0;0;73.25;9.189627330378642;0;6
Piso en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;1400;55;2;1;0;1;0;0;0;1;1;https://www.idealista.com/inmueble/110179682/;25.45;0;0;27.5;7.24422751560335;0;3
Piso en Calle de Augusto Figueroa, Chueca-Justicia, Madrid;Justicia;3325;90;2;2;6;1;0;1;1;1;0;https://www.idealista.com/inmueble/101291000/;36.94;1;0;45.0;8.109224953089955;0;4
Piso en Calle de Fuencarral, Chueca-Justicia, Madrid;Justicia;2630;75;1;1;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/94132827/;35.07;1;0;75.0;7.874739125171811;0;3
Piso en Chueca-Justicia, Madrid;Justicia;3100;99;2;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110064407/;31.31;0;0;49.5;8.039157390473237;0;3
Piso en Calle de la Reina, Chueca-Justicia, Madrid;Justicia;2500;93;2;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110189512/;26.88;0;0;46.5;7.824046010856292;0;0
Piso en Chueca-Justicia, Madrid;Justicia;1900;95;1;1;10;1;0;1;1;0;0;https://www.idealista.com/inmueble/109931782/;20.0;1;0;95.0;7.549609165154532;0;3
Estudio en Calle de Hortaleza, Chueca-Justicia, Madrid;Justicia;1100;29;0;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110086391/;37.93;0;1;29.0;7.003065458786462;0;3
Piso en Chueca-Justicia, Madrid;Justicia;3200;95;2;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/107864395/;33.68;0;0;47.5;8.070906088787819;0;3
Piso en de Larra, Chueca-Justicia, Madrid;Justicia;2600;110;2;2;1;1;0;1;1;0;0;https://www.idealista.com/inmueble/110089121/;23.64;0;0;55.0;7.8632667240095735;0;3
Piso en Calle de las Infantas, Chueca-Justicia, Madrid;Justicia;1700;80;1;1;2;1;0;0;1;0;0;https://www.idealista.com/inmueble/101451739/;21.25;0;0;80.0;7.438383530044307;0;2
Piso en Calle de Mejía Lequerica, Chueca-Justicia, Madrid;Justicia;4200;202;4;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/108884369/;20.79;1;0;50.5;8.34283980427146;0;4
Piso en Calle del Barquillo, 45, Chueca-Justicia, Madrid;Justicia;2000;84;1;1;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/110037642/;23.81;1;0;84.0;7.600902459542082;0;4
Piso en Calle de Finisterre, 7, La Paz, Madrid;La Paz;1800;130;4;2;5;1;1;1;0;1;1;https://www.idealista.com/inmueble/110205390/;13.85;1;0;32.5;7.495541943884256;0;5
Piso en Calle de la Villa de Marín, 8, La Paz, Madrid;La Paz;1800;130;3;1;4;0;0;0;0;0;0;https://www.idealista.com/inmueble/110203720/;13.85;1;0;43.33;7.495541943884256;1;0
Piso en Calle de Sinesio Delgado, La Paz, Madrid;La Paz;3100;105;3;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/110142502/;29.52;1;0;35.0;8.039157390473237;1;0
Piso en Calle de la Sierra de Atapuerca, 12, Las Tablas, Madrid;Las Tablas;2100;132;3;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/110183111/;15.91;1;0;44.0;7.649692623711514;0;4
Estudio en Calle Castiello de Jaca, 1, Las Tablas, Madrid;Las Tablas;1225;22;0;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109439166/;55.68;0;1;22.0;7.110696122978827;0;6
Estudio en Calle Castiello de Jaca, 1, Las Tablas, Madrid;Las Tablas;1180;21;0;1;1;1;1;1;1;1;1;https://www.idealista.com/inmueble/109439137/;56.19;0;1;21.0;7.07326971745971;0;6
Estudio en Calle Castiello de Jaca, 1, Las Tablas, Madrid;Las Tablas;1364;24;0;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/109439153/;56.83;0;1;24.0;7.218176838403408;0;0
Estudio en Calle Castiello de Jaca, 1, Las Tablas, Madrid;Las Tablas;1302;23;0;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/109439152/;56.61;0;1;23.0;7.171656822768514;0;0
Ático en Calle de Peña de Francia, 8, Lavapiés-Embajadores, Madrid;Lavapiés;1580;46;1;1;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/105017179/;34.35;1;0;46.0;7.365180126021013;0;5
Piso en Calle de Peña de Francia, 8, Lavapiés-Embajadores, Madrid;Lavapiés;1380;46;1;1;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/104964703/;30.0;0;0;46.0;7.22983877815125;0;5
Piso en Calle de Peña de Francia, 8, Lavapiés-Embajadores, Madrid;Lavapiés;1675;62;2;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/105016616/;27.02;1;0;31.0;7.423568444259167;1;0
Piso en Calle del Sombrerete, Lavapiés-Embajadores, Madrid;Lavapiés;1450;40;2;1;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/105775149/;36.25;0;0;20.0;7.27931883541462;0;4
Estudio en Calle del Salitre, 26, Lavapiés-Embajadores, Madrid;Lavapiés;1150;40;0;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110206274/;28.75;0;1;40.0;7.047517221357296;0;3
Piso en Calle del Mesón de Paredes, Lavapiés-Embajadores, Madrid;Lavapiés;1400;33;1;1;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/110114097/;42.42;0;0;33.0;7.24422751560335;0;5
Piso en Calle de los Cabestreros, Lavapiés-Embajadores, Madrid;Lavapiés;1800;60;2;1;0;1;0;0;1;1;1;https://www.idealista.com/inmueble/110206422/;30.0;0;0;30.0;7.495541943884256;0;4
Piso en Calle de Lavapiés, 55, Lavapiés-Embajadores, Madrid;Lavapiés;2200;82;2;2;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/110039607/;26.83;1;0;41.0;7.696212639346407;0;4
Piso en Calle de Santa Isabel, 9, Lavapiés-Embajadores, Madrid;Lavapiés;2400;79;1;1;0;1;0;1;1;1;1;https://www.idealista.com/inmueble/108830229/;30.38;0;0;79.0;7.783224016336037;0;5
Estudio en Calle de la Sombrerería, 4, Lavapiés-Embajadores, Madrid;Lavapiés;1200;50;0;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204477/;24.0;0;1;50.0;7.090076835776092;0;0
Piso en Calle del Conde de Romanones, s/n, Lavapiés-Embajadores, Madrid;Lavapiés;1595;60;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110204296/;26.58;0;0;30.0;7.374629015218945;0;2
Piso en Calle de López Silva, Lavapiés-Embajadores, Madrid;Lavapiés;1300;57;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109754969/;22.81;0;0;57.0;7.170119543449628;0;3
Piso en Calle de Embajadores, 66, Lavapiés-Embajadores, Madrid;Lavapiés;1200;55;1;1;1;1;0;0;0;1;0;https://www.idealista.com/inmueble/81142874/;21.82;0;0;55.0;7.090076835776092;0;2
Piso en Calle de Mira el Río Baja, Lavapiés-Embajadores, Madrid;Lavapiés;1650;83;2;2;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/101764143/;19.88;1;0;41.5;7.408530566894626;0;4
Estudio en Calle de los Abades, Lavapiés-Embajadores, Madrid;Lavapiés;920;33;0;1;0;1;0;1;0;1;1;https://www.idealista.com/inmueble/101083906/;27.88;0;1;33.0;6.824373670043086;0;4
Ático en Calle de la Sombrerería, Lavapiés-Embajadores, Madrid;Lavapiés;1300;53;1;1;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110115496/;24.53;0;0;53.0;7.170119543449628;0;4
Piso en Calle de la Torrecilla del Leal, Lavapiés-Embajadores, Madrid;Lavapiés;1920;82;2;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/97005475/;23.41;1;0;41.0;7.560080465021827;0;3
Piso en Calle de Lavapiés, Lavapiés-Embajadores, Madrid;Lavapiés;1900;86;2;2;4;1;1;1;1;1;1;https://www.idealista.com/inmueble/110201259/;22.09;1;0;43.0;7.549609165154532;0;6
Piso en Calle de Lavapiés, Lavapiés-Embajadores, Madrid;Lavapiés;2250;61;2;2;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/110201239/;36.89;1;0;30.5;7.718685495198466;0;4
Piso en Calle de Peña de Francia, 8, Lavapiés-Embajadores, Madrid;Lavapiés;1380;35;1;1;0;1;0;1;1;1;1;https://www.idealista.com/inmueble/105016934/;39.43;0;0;35.0;7.22983877815125;0;5
Piso en Calle del Conde de Romanones, Lavapiés-Embajadores, Madrid;Lavapiés;1595;51;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/110201073/;31.27;0;0;51.0;7.374629015218945;0;3
Piso en Calle del Conde de Romanones, Lavapiés-Embajadores, Madrid;Lavapiés;1370;42;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110201023/;32.62;0;0;42.0;7.222566018822171;0;3
Piso en Calle de la Escuadra, Lavapiés-Embajadores, Madrid;Lavapiés;1250;49;1;1;-1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110200884/;25.51;0;0;49.0;7.1308988302963465;0;4
Piso en Calle de la Torrecilla del Leal, 22, Lavapiés-Embajadores, Madrid;Lavapiés;1200;61;1;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110200323/;19.67;0;0;61.0;7.090076835776092;0;0
Piso en Calle del Sombrerete, 1, Lavapiés-Embajadores, Madrid;Lavapiés;1395;40;1;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/109800675/;34.88;0;0;40.0;7.240649694255466;0;0
Piso en Calle de Embajadores, Lavapiés-Embajadores, Madrid;Lavapiés;1280;34;1;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110196643/;37.65;0;0;34.0;7.154615356913663;0;0
Estudio en Calle de San Carlos, 13, Lavapiés-Embajadores, Madrid;Lavapiés;1000;33;0;1;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/110198300/;30.3;0;1;33.0;6.907755278982137;0;3
Estudio en Calle de la Primavera, 9, Lavapiés-Embajadores, Madrid;Lavapiés;850;30;0;1;3;1;1;0;0;1;1;https://www.idealista.com/inmueble/91395360/;28.33;1;1;30.0;6.745236349484363;0;4
Estudio en Calle del Mesón de Paredes, 4, Lavapiés-Embajadores, Madrid;Lavapiés;900;25;0;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/110197191/;36.0;0;1;25.0;6.802394763324311;0;3
Piso en Calle de San Pedro Mártir, Lavapiés-Embajadores, Madrid;Lavapiés;3000;110;4;2;1;1;0;0;0;1;1;https://www.idealista.com/inmueble/106211481/;27.27;0;0;27.5;8.006367567650246;0;3
Ático en Plaza del General Vara de Rey, 11, Lavapiés-Embajadores, Madrid;Lavapiés;2000;60;2;1;5;1;0;1;1;0;1;https://www.idealista.com/inmueble/109966016/;33.33;1;0;30.0;7.600902459542082;0;4
Piso en Calle del Sombrerete, 3, Lavapiés-Embajadores, Madrid;Lavapiés;1614;65;2;2;1;1;1;1;0;1;0;https://www.idealista.com/inmueble/91478890/;24.83;0;0;32.5;7.3864708488298945;0;4
Ático en San Carlos, 6, Lavapiés-Embajadores, Madrid;Lavapiés;2430;82;2;1;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/102464810/;29.63;0;0;41.0;7.795646536334594;0;5
Piso en Calle del Sombrerete, 3, Lavapiés-Embajadores, Madrid;Lavapiés;1890;55;1;1;2;1;1;0;1;1;0;https://www.idealista.com/inmueble/91479274/;34.36;0;0;55.0;7.5443321080536885;0;4
Piso en Calle del Sombrerete, 3, Lavapiés-Embajadores, Madrid;Lavapiés;2025;54;1;1;3;1;1;1;0;1;1;https://www.idealista.com/inmueble/91480115/;37.5;1;0;54.0;7.613324979540639;0;5
Piso en Calle del Bastero, 11, Lavapiés-Embajadores, Madrid;Lavapiés;1000;28;1;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110125285/;35.71;0;0;28.0;6.907755278982137;0;0
Piso en Calle de Santa Ana, 9, Lavapiés-Embajadores, Madrid;Lavapiés;2000;76;2;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/110207105/;26.32;0;0;38.0;7.600902459542082;0;4
Ático en Plaza del General Vara de Rey, 11, Lavapiés-Embajadores, Madrid;Lavapiés;1900;60;2;1;5;1;0;1;1;0;1;https://www.idealista.com/inmueble/109966106/;31.67;1;0;30.0;7.549609165154532;0;4
Piso en Calle del Conde de Romanones, s/n, Lavapiés-Embajadores, Madrid;Lavapiés;3027;104;2;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/108778988/;29.11;0;0;52.0;8.01532730902172;0;4
Piso en Calle de la Magdalena, Lavapiés-Embajadores, Madrid;Lavapiés;5500;220;5;5;2;1;0;0;1;0;0;https://www.idealista.com/inmueble/109495846/;25.0;0;0;44.0;8.612503371220562;0;2
Piso en Calle de la Magdalena, Lavapiés-Embajadores, Madrid;Lavapiés;4800;261;2;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/108334132/;18.39;0;0;130.5;8.476371196895983;0;0
Piso en Calle de la Primavera, 9, Lavapiés-Embajadores, Madrid;Lavapiés;1800;58;1;1;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/110186243/;31.03;1;0;58.0;7.495541943884256;0;5
Piso en Lavapiés-Embajadores, Madrid;Lavapiés;1790;60;2;1;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/109588209/;29.83;0;0;30.0;7.489970898834801;0;5
Estudio en Calle Provisiones, Lavapiés-Embajadores, Madrid;Lavapiés;1240;40;0;1;0;1;0;1;1;1;1;https://www.idealista.com/inmueble/107887879/;31.0;0;1;40.0;7.122866658599083;0;5
Piso en Plaza General Vara de Rey, 11, Lavapiés-Embajadores, Madrid;Lavapiés;1200;50;2;1;4;1;0;0;1;0;0;https://www.idealista.com/inmueble/28341292/;24.0;1;0;25.0;7.090076835776092;0;2
Piso en Carnero, 4, Lavapiés-Embajadores, Madrid;Lavapiés;1150;30;1;1;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/97541471/;38.33;0;0;30.0;7.047517221357296;0;4
Piso en Calle de Santa Isabel, Lavapiés-Embajadores, Madrid;Lavapiés;2400;90;1;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/108583457/;26.67;0;0;90.0;7.783224016336037;0;0
Piso en Calle de los Tres Peces, Lavapiés-Embajadores, Madrid;Lavapiés;1300;65;2;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110187946/;20.0;0;0;32.5;7.170119543449628;0;0
Piso en Calle de la Torrecilla del Leal, Lavapiés-Embajadores, Madrid;Lavapiés;1230;63;1;1;2;1;0;0;1;0;0;https://www.idealista.com/inmueble/110162314/;19.52;0;0;63.0;7.114769448366463;0;2
Piso en Calle de la Sombrerería, Lavapiés-Embajadores, Madrid;Lavapiés;1600;82;2;2;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110166432/;19.51;0;0;41.0;7.3777589082278725;0;4
Ático en Calle de los Relatores, Lavapiés-Embajadores, Madrid;Lavapiés;1850;75;2;2;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/110023997/;24.67;1;0;37.5;7.52294091807237;0;4
Piso en Calle de la Primavera, Lavapiés-Embajadores, Madrid;Lavapiés;1400;55;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110187956/;25.45;0;0;55.0;7.24422751560335;0;2
Piso en Plaza de Cascorro, Lavapiés-Embajadores, Madrid;Lavapiés;1350;50;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/108092514/;27.0;0;0;25.0;7.2078598714324755;0;0
Piso en Lavapiés-Embajadores, Madrid;Lavapiés;1650;81;2;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/110106332/;20.37;1;0;40.5;7.408530566894626;0;4
Piso en Lavapiés-Embajadores, Madrid;Lavapiés;1500;60;2;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/110087036/;25.0;1;0;30.0;7.313220387090301;0;4
Ático en Calle de Bolívar, 18, Legazpi, Madrid;Legazpi;1600;67;1;1;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/110206286/;23.88;1;0;67.0;7.3777589082278725;0;4
Piso en Calle Algete, Legazpi, Madrid;Legazpi;2500;89;2;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110115749/;28.09;0;0;44.5;7.824046010856292;0;3
Piso en Calle Teresa López Valcárcel, Legazpi, Madrid;Legazpi;2800;136;3;1;11;0;0;0;0;0;0;https://www.idealista.com/inmueble/110022192/;20.59;1;0;45.33;7.937374696163295;1;0
Piso en Calle de Sodio, Legazpi, Madrid;Legazpi;1250;55;1;1;4;1;1;0;1;1;0;https://www.idealista.com/inmueble/109937154/;22.73;1;0;55.0;7.1308988302963465;0;4
Piso en CL Padilla, Lista, Madrid;Lista;3500;123;2;2;0;1;1;0;1;1;1;https://www.idealista.com/inmueble/109622646/;28.46;0;0;61.5;8.160518247477505;0;5
Piso en Calle del General Díaz Porlier, Lista, Madrid;Lista;1550;70;1;1;0;1;0;1;1;1;0;https://www.idealista.com/inmueble/108962464/;22.14;0;0;70.0;7.346010209913293;0;4
Ático en Calle de Don Ramón de la Cruz, Lista, Madrid;Lista;2450;110;2;2;6;1;0;1;1;1;0;https://www.idealista.com/inmueble/109402619/;22.27;1;0;55.0;7.803843303538772;0;4
