titulo;barrio;precio;metros;habitaciones;banos;planta;ascensor;garaje;terraza;aire;amueblado;reformado;url;precio_m2;es_piso_alto;es_estudio;metros_por_habitacion;log_precio;penalizacion_sin_ascensor;score_calidad
Ático en Avenida de Machupichu, Conde Orgaz-Piovera, Madrid;Conde Orgaz-Piovera;6500;325;5;5;6;1;1;1;1;0;0;https://www.idealista.com/inmueble/100582923/;20.0;1;0;65.0;8.779557455883728;0;4
Estudio en Calle Atocha, 43, Huertas-Cortes, Madrid;Cortes;830;28;0;1;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/1912426/;29.64;1;1;28.0;6.721425700790643;0;4
Piso en Calle de los Madrazo, Huertas-Cortes, Madrid;Cortes;1450;50;1;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/108396882/;29.0;0;0;50.0;7.27931883541462;0;0
Piso en Huertas-Cortes, Madrid;Cortes;1390;53;1;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/106957764/;26.23;0;0;53.0;7.237059026124737;0;0
Piso en Huertas-Cortes, Madrid;Cortes;1420;47;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/106950663/;30.21;0;0;47.0;7.258412150595307;0;3
Piso en Calle del Príncipe, Huertas-Cortes, Madrid;Cortes;2720;81;2;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/96545117/;33.58;0;0;40.5;7.908387159290043;0;3
Piso en Calle de Atocha, Huertas-Cortes, Madrid;Cortes;2145;65;1;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/108593634/;33.0;1;0;65.0;7.6708948313621175;0;4
Piso en Calle de Lope de Vega, Huertas-Cortes, Madrid;Cortes;2000;80;2;1;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/110104997/;25.0;0;0;40.0;7.600902459542082;0;4
Piso en CL Madrazo, Huertas-Cortes, Madrid;Cortes;1400;50;1;1;2;1;0;0;0;1;0;https://www.idealista.com/inmueble/110201851/;28.0;0;0;50.0;7.24422751560335;0;2
Piso en Huertas-Cortes, Madrid;Cortes;2400;60;1;1;3;1;0;1;1;1;1;https://www.idealista.com/inmueble/110072263/;40.0;1;0;60.0;7.783224016336037;0;5
Piso en Calle de Cervantes, Huertas-Cortes, Madrid;Cortes;3430;120;3;3;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/109402909/;28.58;1;0;40.0;8.140315540159985;0;3
Piso en Calle de San Agustín, Huertas-Cortes, Madrid;Cortes;3050;120;2;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/96573930/;25.42;0;0;60.0;8.022896869601457;0;3
Estudio en Calle de Santa María, Huertas-Cortes, Madrid;Cortes;1050;30;0;1;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/110200851/;35.0;0;1;30.0;6.956545443151569;0;5
Piso en Calle de las Huertas, Huertas-Cortes, Madrid;Cortes;2050;60;2;1;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/108843135/;34.17;1;0;30.0;7.6255950721324535;0;4
Piso en Calle de las Huertas, Huertas-Cortes, Madrid;Cortes;1900;66;2;1;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/110107302/;28.79;0;0;33.0;7.549609165154532;0;5
Piso en Calle del Gobernador, Huertas-Cortes, Madrid;Cortes;1290;49;1;1;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/109748293/;26.33;0;0;49.0;7.162397497355718;0;3
Piso en Calle de la Alameda, 18, Huertas-Cortes, Madrid;Cortes;1800;75;2;1;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/110198448/;24.0;0;0;37.5;7.495541943884256;0;4
Piso en Calle de Echegaray, Huertas-Cortes, Madrid;Cortes;1750;60;2;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/110195067/;29.17;0;0;30.0;7.4673710669175595;0;3
Piso en Paseo del Prado, Huertas-Cortes, Madrid;Cortes;4500;146;3;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/109652316/;30.82;0;0;48.67;8.411832675758411;0;4
Piso en Calle Alameda, 18, Huertas-Cortes, Madrid;Cortes;1800;80;2;1;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/27277733/;22.5;0;0;40.0;7.495541943884256;0;5
Piso en Calle del Gobernador, Huertas-Cortes, Madrid;Cortes;2170;56;2;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/99848561/;38.75;0;0;28.0;7.682482446534506;0;3
Piso en Calle Leon, 22, Huertas-Cortes, Madrid;Cortes;2925;65;1;1;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/81902157/;45.0;0;0;65.0;7.981049759665957;0;5
Piso en Calle de Alcalá, 35, Huertas-Cortes, Madrid;Cortes;6750;186;3;2;5;1;0;1;1;1;1;https://www.idealista.com/inmueble/98943783/;36.29;1;0;62.0;8.817297783866575;0;5
Piso en Calle de Echegaray, 9, Huertas-Cortes, Madrid;Cortes;4455;125;3;3;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/107488031/;35.64;0;0;41.67;8.40178233990491;0;4
Piso en Calle de los Madrazo, 22, Huertas-Cortes, Madrid;Cortes;2990;80;1;1;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/104595926/;37.38;1;0;80.0;8.003028666384733;0;5
Piso en alameda, 12, Huertas-Cortes, Madrid;Cortes;2100;95;2;2;2;1;1;0;1;0;1;https://www.idealista.com/inmueble/34397100/;22.11;0;0;47.5;7.649692623711514;0;4
Piso en Calle Alameda, 12, Huertas-Cortes, Madrid;Cortes;1750;74;2;2;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/528073/;23.65;0;0;37.0;7.4673710669175595;0;3
Piso en Calle de Sevilla, 6, Huertas-Cortes, Madrid;Cortes;7898;210;3;2;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/99882185/;37.61;0;0;70.0;8.974364841846596;0;5
Piso en Calle de Alcalá, 18, Huertas-Cortes, Madrid;Cortes;7425;230;3;3;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/106405579/;32.28;1;0;76.67;8.9126079636709;0;3
Piso en Fucar, Huertas-Cortes, Madrid;Cortes;4250;153;3;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/103909838/;27.78;1;0;51.0;8.354674261918463;0;3
Piso en Calle de las Huertas, Huertas-Cortes, Madrid;Cortes;3800;120;2;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/104498649/;31.67;0;0;60.0;8.242756345714477;0;4
Piso en Plaza del Ángel, s/n, Huertas-Cortes, Madrid;Cortes;1850;54;1;2;-1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110091184/;34.26;0;0;54.0;7.52294091807237;0;4
Piso en Carrera de san jeronimo, Huertas-Cortes, Madrid;Cortes;1500;71;1;1;4;1;0;1;1;1;1;https://www.idealista.com/inmueble/86551113/;21.13;1;0;71.0;7.313220387090301;0;5
Piso en CL Leon, Huertas-Cortes, Madrid;Cortes;2600;94;2;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/110149627/;27.66;1;0;47.0;7.8632667240095735;1;0
Piso en Calle del Prado, Huertas-Cortes, Madrid;Cortes;2900;111;2;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/109919400/;26.13;0;0;55.5;7.9724660159745655;0;0
Ático en Calle de San Agustín, Huertas-Cortes, Madrid;Cortes;2350;82;1;1;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/109988800/;28.66;1;0;82.0;7.762170607138205;0;4
Piso en Calle de Cervantes, Huertas-Cortes, Madrid;Cortes;9500;243;4;4;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/108402554/;39.09;0;0;60.75;9.159047077588632;0;4
Piso en Calle de Cervantes, Huertas-Cortes, Madrid;Cortes;1400;35;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110187950/;40.0;0;0;35.0;7.24422751560335;0;2
Piso en Calle de Ventura de la Vega, Huertas-Cortes, Madrid;Cortes;1200;37;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110187916/;32.43;0;0;37.0;7.090076835776092;0;2
Piso en Calle de los Madrazo, Huertas-Cortes, Madrid;Cortes;3620;115;3;3;3;1;0;0;0;1;0;https://www.idealista.com/inmueble/105154321/;31.48;1;0;38.33;8.194229304819817;0;2
Piso en Calle de las Huertas, 1, Huertas-Cortes, Madrid;Cortes;1200;35;1;1;1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110165087/;34.29;0;0;35.0;7.090076835776092;0;2
Estudio en Calle de los Madrazo, s/n, Huertas-Cortes, Madrid;Cortes;1500;58;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110173302/;25.86;0;1;58.0;7.313220387090301;0;2
Estudio en Calle de las Huertas, 2, Huertas-Cortes, Madrid;Cortes;1350;40;0;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110009307/;33.75;0;1;40.0;7.2078598714324755;0;2
Piso en Calle de Almadén, 15, Huertas-Cortes, Madrid;Cortes;1665;56;2;1;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/108654563/;29.73;1;0;28.0;7.417580402414544;0;3
Piso en Calle de Atocha, Huertas-Cortes, Madrid;Cortes;3450;140;3;2;5;1;1;0;1;1;0;https://www.idealista.com/inmueble/108220765/;24.64;1;0;46.67;8.146129510025405;0;4
Piso en Calle de Lope de Vega, Huertas-Cortes, Madrid;Cortes;3300;150;4;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/108707215/;22.0;0;0;37.5;8.101677747454572;0;0
Piso en Calle de las Huertas, Huertas-Cortes, Madrid;Cortes;2500;78;2;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/109972002/;32.05;0;0;39.0;7.824046010856292;0;0
Piso en del Gobernador, Huertas-Cortes, Madrid;Cortes;1840;70;2;1;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/109396740/;26.29;0;0;35.0;7.517520850603031;0;3
Piso en Huertas-Cortes, Madrid;Cortes;1600;43;1;1;1;1;0;1;1;1;0;https://www.idealista.com/inmueble/110096275/;37.21;0;0;43.0;7.3777589082278725;0;4
Piso en Calle de Lope de Vega, 22, Huertas-Cortes, Madrid;Cortes;3050;120;2;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/110208518/;25.42;0;0;60.0;8.022896869601457;0;4
Piso en Calle de Yerma, 10, Costillares, Madrid;Costillares;1850;98;2;2;8;1;1;0;1;0;0;https://www.idealista.com/inmueble/109558303/;18.88;1;0;49.0;7.52294091807237;0;3
Piso en Calle de Yerma, Costillares, Madrid;Costillares;1850;98;2;2;11;1;1;0;1;1;0;https://www.idealista.com/inmueble/110189575/;18.88;1;0;49.0;7.52294091807237;0;4
Piso en Calle Bausá, Costillares, Madrid;Costillares;1600;80;2;2;3;1;1;0;1;0;0;https://www.idealista.com/inmueble/109028641/;20.0;1;0;40.0;7.3777589082278725;0;3
Ático en Cuatro Caminos, Madrid;Cuatro Caminos;2300;103;3;2;9;1;1;1;1;0;1;https://www.idealista.com/inmueble/110208471/;22.33;1;0;34.33;7.7406644019172415;0;5
Piso en Calle de Pedro Teixeira, Cuatro Caminos, Madrid;Cuatro Caminos;6500;198;4;5;12;1;1;0;1;1;1;https://www.idealista.com/inmueble/106660802/;32.83;1;0;49.5;8.779557455883728;0;5
Piso en Avenida del General Perón, 32, Cuatro Caminos, Madrid;Cuatro Caminos;1800;63;2;1;13;1;0;1;1;1;0;https://www.idealista.com/inmueble/110206946/;28.57;1;0;31.5;7.495541943884256;0;4
Piso en Avenida del General Perón, 32, Cuatro Caminos, Madrid;Cuatro Caminos;1750;60;2;1;15;1;0;1;1;1;0;https://www.idealista.com/inmueble/93282486/;29.17;1;0;30.0;7.4673710669175595;0;4
Piso en Calle del Poeta Joan Maragall, 6, Cuatro Caminos, Madrid;Cuatro Caminos;2650;115;2;2;2;1;0;1;0;0;1;https://www.idealista.com/inmueble/105394154/;23.04;0;0;57.5;7.882314918980268;0;3
Ático en Calle de la Orden, 4, Cuatro Caminos, Madrid;Cuatro Caminos;1300;60;1;1;3;1;0;1;1;1;1;https://www.idealista.com/inmueble/110205328/;21.67;1;0;60.0;7.170119543449628;0;5
Ático en Calle de la Orden, 4, Cuatro Caminos, Madrid;Cuatro Caminos;1500;60;1;1;3;1;0;1;0;1;1;https://www.idealista.com/inmueble/110203110/;25.0;1;0;60.0;7.313220387090301;0;4
Piso en Calle de Juan de Olías, Cuatro Caminos, Madrid;Cuatro Caminos;1250;45;1;1;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/110202736/;27.78;0;0;45.0;7.1308988302963465;0;4
Piso en Cuatro Caminos, Madrid;Cuatro Caminos;4000;182;4;4;1;1;0;0;1;0;1;https://www.idealista.com/inmueble/107347442/;21.98;0;0;45.5;8.294049640102028;0;3
Piso en Plaza Manolete, Cuatro Caminos, Madrid;Cuatro Caminos;1790;53;1;1;8;1;0;0;1;1;0;https://www.idealista.com/inmueble/106942583/;33.77;1;0;53.0;7.489970898834801;0;3
Piso en Calle de Orense, 6, Cuatro Caminos, Madrid;Cuatro Caminos;2700;93;2;1;6;1;1;1;1;1;0;https://www.idealista.com/inmueble/110200771/;29.03;1;0;46.5;7.90100705199242;0;5
Piso en Calle de Orense, Cuatro Caminos, Madrid;Cuatro Caminos;3600;160;4;3;7;1;1;1;1;0;0;https://www.idealista.com/inmueble/110200627/;22.5;1;0;40.0;8.1886891244442;0;4
Piso en Calle de Pedro Teixeira, Cuatro Caminos, Madrid;Cuatro Caminos;1390;65;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109787097/;21.38;0;0;65.0;7.237059026124737;0;3
Piso en Calle de Orense, 12, Cuatro Caminos, Madrid;Cuatro Caminos;1500;40;1;1;13;1;1;0;1;1;1;https://www.idealista.com/inmueble/110186301/;37.5;1;0;40.0;7.313220387090301;0;5
Piso en Calle de Orense, Cuatro Caminos, Madrid;Cuatro Caminos;2200;75;1;1;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/109601111/;29.33;1;0;75.0;7.696212639346407;0;3
Piso en de Raimundo Fernández Villaverde, 5, Cuatro Caminos, Madrid;Cuatro Caminos;2200;79;2;2;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/106338904/;27.85;0;0;39.5;7.696212639346407;0;5
Piso en Calle del Aviador Zorita, Madrid, 6, Cuatro Caminos, Madrid;Cuatro Caminos;2565;77;2;2;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/84624499/;33.31;1;0;38.5;7.84971375760487;0;4
Piso en Edgar Neville, 32, Cuatro Caminos, Madrid;Cuatro Caminos;5535;180;4;3;1;1;0;1;1;1;1;https://www.idealista.com/inmueble/103566264/;30.75;0;0;45.0;8.618846845142738;0;5
Piso en Calle de los Artistas, Cuatro Caminos, Madrid;Cuatro Caminos;1880;40;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/107794954/;47.0;0;0;40.0;7.539027055823995;0;3
Piso en Calle del Poeta Joan Maragall, Cuatro Caminos, Madrid;Cuatro Caminos;2500;93;2;2;11;1;1;1;1;0;0;https://www.idealista.com/inmueble/92022564/;26.88;1;0;46.5;7.824046010856292;0;4
Piso en Calle de Orense, Cuatro Caminos, Madrid;Cuatro Caminos;2590;68;2;1;8;1;0;0;1;1;0;https://www.idealista.com/inmueble/104313418/;38.09;1;0;34.0;7.859413154693583;0;3
Piso en Calle de Edgar Neville, Cuatro Caminos, Madrid;Cuatro Caminos;2355;110;2;2;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/97371783/;21.41;1;0;55.0;7.764296006450518;0;3
Piso en Avenida de Brasil, Cuatro Caminos, Madrid;Cuatro Caminos;2295;95;2;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/101467344/;24.16;1;0;47.5;7.738488122494646;0;4
Estudio en Calle de Bravo Murillo, 104, Cuatro Caminos, Madrid;Cuatro Caminos;1150;30;0;1;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/104481843/;38.33;0;1;30.0;7.047517221357296;0;5
Piso en CL Aviador Zorita, 12, Cuatro Caminos, Madrid;Cuatro Caminos;3200;148;4;3;5;1;1;0;1;0;0;https://www.idealista.com/inmueble/109396626/;21.62;1;0;37.0;8.070906088787819;0;3
Piso en Calle del Aviador Zorita, Cuatro Caminos, Madrid;Cuatro Caminos;2600;100;3;2;8;1;0;0;1;0;1;https://www.idealista.com/inmueble/110180528/;26.0;1;0;33.33;7.8632667240095735;0;3
Piso en Calle de Raimundo Fernández Villaverde, Cuatro Caminos, Madrid;Cuatro Caminos;3975;130;3;2;6;1;0;0;1;1;0;https://www.idealista.com/inmueble/107873319/;30.58;1;0;43.33;8.287780027088433;0;3
Piso en Cuatro Caminos, Madrid;Cuatro Caminos;6500;209;4;5;12;1;1;1;1;1;1;https://www.idealista.com/inmueble/109802130/;31.1;1;0;52.25;8.779557455883728;0;6
Piso en Calle de Edgar Neville, Cuatro Caminos, Madrid;Cuatro Caminos;2195;74;1;1;3;1;0;0;0;1;0;https://www.idealista.com/inmueble/97362390/;29.66;1;0;74.0;7.693937325509272;0;2
Piso en Calle de Edgar Neville, Cuatro Caminos, Madrid;Cuatro Caminos;3030;101;2;2;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/97372009/;30.0;1;0;50.5;8.016317898503415;0;3
Piso en Calle de Edgar Neville, Cuatro Caminos, Madrid;Cuatro Caminos;2660;110;2;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/97314801/;24.18;1;0;55.0;7.886081401775745;0;4
Piso en Calle de Raimundo Fernández Villaverde, Cuatro Caminos, Madrid;Cuatro Caminos;4000;182;4;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/109902040/;21.98;0;0;45.5;8.294049640102028;0;0
Piso en Calle Palencia, 25, Cuatro Caminos, Madrid;Cuatro Caminos;980;30;2;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/102123542/;32.67;0;0;15.0;6.887552571664617;0;3
Piso en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;2440;114;3;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/109922955/;21.4;0;0;38.0;7.799753318287247;0;0
Piso en Delicias, Madrid;Delicias;925;42;2;1;1;1;0;0;0;0;0;https://www.idealista.com/inmueble/110205023/;22.02;0;0;21.0;6.829793737512425;0;1
Piso en Calle de Bolívar, 6, Delicias, Madrid;Delicias;1200;49;1;1;2;1;0;0;0;1;0;https://www.idealista.com/inmueble/102503506/;24.49;0;0;49.0;7.090076835776092;0;2
Ático en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;2100;78;2;2;9;1;1;1;0;0;1;https://www.idealista.com/inmueble/109961825/;26.92;1;0;39.0;7.649692623711514;0;4
Piso en Ramirez De Prado, Delicias, Madrid;Delicias;1300;60;1;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/81345801/;21.67;0;0;60.0;7.170119543449628;0;0
Ático en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;1445;53;1;1;9;1;1;1;0;0;1;https://www.idealista.com/inmueble/109297635/;27.26;1;0;53.0;7.275864600546533;0;4
Piso en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;1820;84;2;2;8;1;1;0;0;0;1;https://www.idealista.com/inmueble/109504276/;21.67;1;0;42.0;7.506591780070841;0;3
Piso en Calle Juan de Mariana, 7, Delicias, Madrid;Delicias;1300;57;1;1;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/25800225/;22.81;0;0;57.0;7.170119543449628;0;3
Ático en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;2070;80;2;2;9;1;1;1;0;0;1;https://www.idealista.com/inmueble/109298009/;25.88;1;0;40.0;7.635303886259415;0;4
Piso en Calle de Méndez Álvaro, 43, Delicias, Madrid;Delicias;2884;85;2;2;2;1;1;1;1;1;0;https://www.idealista.com/inmueble/106992889/;33.93;0;0;42.5;7.96693349840484;0;5
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1448;56;1;1;7;0;0;0;0;0;0;https://www.idealista.com/inmueble/105751240/;25.86;1;0;56.0;7.277938572945661;1;0
Estudio en de la Jacaranda, 10, Delicias, Madrid;Delicias;1295;34;0;1;6;0;0;0;0;0;0;https://www.idealista.com/inmueble/105751186/;38.09;1;1;34.0;7.166265974133638;1;0
Piso en de Leganés, 11, Delicias, Madrid;Delicias;1520;48;1;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/107011543/;31.67;1;0;48.0;7.326465613840322;1;0
Piso en de Leganés, 11, Delicias, Madrid;Delicias;2515;68;2;1;11;0;0;0;0;0;0;https://www.idealista.com/inmueble/105893449/;36.99;1;0;34.0;7.83002808253384;1;0
Estudio en de Leganés, 11, Delicias, Madrid;Delicias;1500;39;0;1;4;0;0;0;0;0;0;https://www.idealista.com/inmueble/105893399/;38.46;1;1;39.0;7.313220387090301;1;0
Piso en de Leganés, 11, Delicias, Madrid;Delicias;1798;49;1;1;11;1;1;1;1;1;1;https://www.idealista.com/inmueble/105893293/;36.69;1;0;49.0;7.494430215031565;0;6
Piso en Calle de Juan de Vera, Delicias, Madrid;Delicias;1600;75;2;2;3;1;0;1;1;0;1;https://www.idealista.com/inmueble/110165526/;21.33;1;0;37.5;7.3777589082278725;0;4
Piso en Calle de Juan de Mariana, Delicias, Madrid;Delicias;1700;80;2;2;1;1;1;0;1;0;0;https://www.idealista.com/inmueble/110062913/;21.25;0;0;40.0;7.438383530044307;0;3
Piso en Calle Amaltea, Delicias, Madrid;Delicias;2200;110;3;2;1;1;1;1;1;0;0;https://www.idealista.com/inmueble/88939183/;20.0;0;0;36.67;7.696212639346407;0;4
Ático en Calle de Bolívar, Delicias, Madrid;Delicias;1800;76;2;2;5;1;1;1;1;0;0;https://www.idealista.com/inmueble/110022731/;23.68;1;0;38.0;7.495541943884256;0;4
Piso en de Leganés, 11, Delicias, Madrid;Delicias;1632;47;1;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/105893382/;34.72;0;0;47.0;7.397561535524052;0;0
Ático en de Leganés, 11, Delicias, Madrid;Delicias;1912;65;1;1;13;0;0;0;0;0;0;https://www.idealista.com/inmueble/106993053/;29.42;1;0;65.0;7.555905093611346;1;0
Piso en de Leganés, 11, Delicias, Madrid;Delicias;1820;60;1;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/106993057/;30.33;0;0;60.0;7.506591780070841;0;0
Piso en Calle de Tomás Bretón, Delicias, Madrid;Delicias;2150;94;3;2;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/110102704/;22.87;1;0;31.33;7.673223121121708;0;4
Piso en Calle de Juan de Vera, Delicias, Madrid;Delicias;2100;64;3;2;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/110180568/;32.81;1;0;21.33;7.649692623711514;0;4
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1333;56;1;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/109766508/;23.8;0;0;56.0;7.195187320178709;0;0
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1480;55;1;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/109766442/;26.91;0;0;55.0;7.299797366758161;0;0
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1465;55;1;1;10;0;0;0;0;0;0;https://www.idealista.com/inmueble/109766355/;26.64;1;0;55.0;7.289610521451167;1;0
Piso en de la Jacaranda, 10, Delicias, Madrid;Delicias;1440;55;1;1;9;1;0;0;1;0;1;https://www.idealista.com/inmueble/109766318/;26.18;1;0;55.0;7.272398392570047;0;3
Piso en Calle Mejorada del Campo, 2, Delicias, Madrid;Delicias;961;61;1;1;5;1;1;0;0;1;1;https://www.idealista.com/inmueble/109906924/;15.75;1;0;61.0;6.8679744089702925;0;4
Piso en Ferenc Puskas, 245, El Cañaveral, Madrid;El Cañaveral;1405;68;2;2;6;1;1;1;1;0;1;https://www.idealista.com/inmueble/103814848/;20.66;1;0;34.0;7.247792581767846;0;5
Casa o chalet independiente en Calle Lamiaco, El Plantío, Madrid;El Plantío;9500;500;4;5;-1;0;1;1;1;0;1;https://www.idealista.com/inmueble/108376621/;19.0;0;0;125.0;9.159047077588632;0;4
Casa o chalet independiente en Avenida de la Victoria, El Plantío, Madrid;El Plantío;3150;286;4;4;-1;0;0;1;0;0;0;https://www.idealista.com/inmueble/108228405/;11.01;0;0;71.5;8.055157731819678;0;1
Estudio en Calle Felipe Campos, El Viso, Madrid;El Viso;1150;35;0;1;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/96858385/;32.86;0;1;35.0;7.047517221357296;0;5
Piso en Calle de Alfonso Rodríguez Santamaría, El Viso, Madrid;El Viso;2800;95;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/105443208/;29.47;0;0;47.5;7.937374696163295;0;0
Piso en Paseo de La Habana, El Viso, Madrid;El Viso;3100;116;2;3;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/101926683/;26.72;0;0;58.0;8.039157390473237;0;3
Piso en Calle del Pinar, El Viso, Madrid;El Viso;2600;68;1;1;0;1;0;1;1;1;0;https://www.idealista.com/inmueble/109731239/;38.24;0;0;68.0;7.8632667240095735;0;4
Piso en Calle de Serrano, El Viso, Madrid;El Viso;3400;120;2;2;2;1;0;1;1;0;0;https://www.idealista.com/inmueble/110096717/;28.33;0;0;60.0;8.131530710604252;0;3
Piso en Calle de Serrano, El Viso, Madrid;El Viso;3400;120;2;2;1;1;0;0;1;0;0;https://www.idealista.com/inmueble/110097550/;28.33;0;0;60.0;8.131530710604252;0;2
Piso en Calle del Pinar, El Viso, Madrid;El Viso;2800;86;1;1;0;1;1;0;1;1;1;https://www.idealista.com/inmueble/110152911/;32.56;0;0;86.0;7.937374696163295;0;5
Piso en Paseo de La Habana, El Viso, Madrid;El Viso;2000;57;1;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/110169896/;35.09;1;0;57.0;7.600902459542082;0;4
Piso en El Viso, Madrid;El Viso;1700;45;1;1;1;1;1;0;1;0;1;https://www.idealista.com/inmueble/110200880/;37.78;0;0;45.0;7.438383530044307;0;4
Piso en Calle del Segre, El Viso, Madrid;El Viso;4500;167;3;2;6;1;1;1;1;1;0;https://www.idealista.com/inmueble/99556534/;26.95;1;0;55.67;8.411832675758411;0;5
Piso en Paseo de La Habana, El Viso, Madrid;El Viso;1815;55;2;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/107402913/;33.0;1;0;27.5;7.503840746698951;0;3
Piso en Calle de María de Molina, El Viso, Madrid;El Viso;3710;170;3;2;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/96660933/;21.82;1;0;56.67;8.21878715560148;0;4
Estudio en Calle Velázquez, El Viso, Madrid;El Viso;1200;40;0;1;7;1;0;0;1;1;0;https://www.idealista.com/inmueble/99268646/;30.0;1;1;40.0;7.090076835776092;0;3
Piso en El Viso, Madrid;El Viso;2800;101;2;2;2;1;0;0;1;0;1;https://www.idealista.com/inmueble/110181354/;27.72;0;0;50.5;7.937374696163295;0;3
Piso en Calle de Núñez de Balboa, El Viso, Madrid;El Viso;3300;126;2;2;7;1;0;0;1;0;1;https://www.idealista.com/inmueble/109559989/;26.19;1;0;63.0;8.101677747454572;0;3
Piso en Glorieta de López de Hoyos, El Viso, Madrid;El Viso;2150;92;2;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/110159036/;23.37;1;0;46.0;7.673223121121708;0;3
Piso en Avenida de Concha Espina, El Viso, Madrid;El Viso;4070;171;3;2;7;1;0;0;1;1;0;https://www.idealista.com/inmueble/103575144/;23.8;1;0;57.0;8.311398278436641;0;3
