titulo;barrio;precio;metros;habitaciones;banos;planta;ascensor;garaje;terraza;aire;amueblado;reformado;url
Piso en CL Dulce Chacon, 49, Virgen del Cortijo - Manoteras, Madrid;Otros Madrid;1350;71;1;1;9;1;1;1;1;0;0;https://www.idealista.com/inmueble/109967749/
Estudio en Calle de Ángel Múgica, 7, Tres Olivos - Valverde, Madrid;Otros Madrid;950;50;0;1;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/110205966/
Piso en CL Castello, 117, Castellana, Madrid;Castellana;2200;91;2;1;7;1;0;1;1;1;0;https://www.idealista.com/inmueble/110109234/
Piso en Avenida de Pablo Iglesias, 41, Ciudad Universitaria, Madrid;Ciudad Universitaria;1400;52;1;1;5;1;1;0;1;1;0;https://www.idealista.com/inmueble/106398309/
Estudio en Calle de Núñez de Balboa, 114, Castellana, Madrid;Castellana;1100;42;0;1;8;1;0;1;1;1;0;https://www.idealista.com/inmueble/105628508/
Piso en Calle del Pinar de San José, 23, Pau de Carabanchel, Madrid;Carabanchel;1500;50;1;1;3;1;1;0;1;1;0;https://www.idealista.com/inmueble/110205922/
Piso en Ibiza, Madrid;Ibiza;5300;170;4;3;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/109779718/
Piso en Calle del Poeta Joan Maragall, 6, Cuatro Caminos, Madrid;Cuatro Caminos;2650;115;2;2;2;1;0;1;0;0;1;https://www.idealista.com/inmueble/105394154/
Piso en Calle del Conde de Aranda, Recoletos, Madrid;Recoletos;2400;57;1;1;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/109060400/
Piso en Calle del Cañaveral, Ventilla-Almenara, Madrid;Almenara;1375;50;1;1;2;1;1;0;1;1;1;https://www.idealista.com/inmueble/110205788/
Piso en Calle del Conde de Aranda, Recoletos, Madrid;Recoletos;2200;80;1;1;5;1;0;1;1;1;1;https://www.idealista.com/inmueble/110160418/
Ático en Calle de Francisco Remiro, 17, Guindalera, Madrid;Guindalera;2600;101;2;2;6;1;1;1;1;1;0;https://www.idealista.com/inmueble/110205715/
Piso en Calle de Atocha, Huertas-Cortes, Madrid;Cortes;2145;65;1;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/108593634/
Piso en Los Rosales, Madrid;Otros Madrid;1300;80;2;2;7;1;1;1;1;1;1;https://www.idealista.com/inmueble/25954960/
Piso en Calle de Núñez de Balboa, 115, Castellana, Madrid;Castellana;1150;62;1;1;6;1;0;0;1;1;0;https://www.idealista.com/inmueble/86225777/
Piso en Plaza de José Moreno Villa, 2, Argüelles, Madrid;Argüelles;1075;100;2;2;2;1;0;0;1;1;0;https://www.idealista.com/inmueble/110205445/
Piso en CL Dulce Chacon, 49, Virgen del Cortijo - Manoteras, Madrid;Otros Madrid;1350;71;1;1;9;1;1;1;1;0;0;https://www.idealista.com/inmueble/109967749/
Ático en Calle de la Orden, 4, Cuatro Caminos, Madrid;Cuatro Caminos;1300;60;1;1;3;1;0;1;1;1;1;https://www.idealista.com/inmueble/110205328/
Piso en CL Castello, 117, Castellana, Madrid;Castellana;2200;91;2;1;7;1;0;1;1;1;0;https://www.idealista.com/inmueble/110109234/
Piso en Calle de Finisterre, 7, La Paz, Madrid;Otros Madrid;1800;130;4;2;5;1;1;1;0;1;1;https://www.idealista.com/inmueble/110205390/
Estudio en Calle de Núñez de Balboa, 114, Castellana, Madrid;Castellana;1100;42;0;1;8;1;0;1;1;1;0;https://www.idealista.com/inmueble/105628508/
Piso en Calle de Numancia, Bellas Vistas, Madrid;Bellas Vistas;1375;63;1;1;3;1;0;1;0;1;0;https://www.idealista.com/inmueble/110205272/
Piso en Ibiza, Madrid;Ibiza;5300;170;4;3;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/109779718/
Piso en Calle de García de Paredes, Trafalgar, Madrid;Trafalgar;2200;70;1;1;5;1;0;0;1;1;1;https://www.idealista.com/inmueble/110205267/
Piso en Palacio, Madrid;Palacio;2500;76;2;2;0;1;0;0;1;1;0;https://www.idealista.com/inmueble/109972897/
Piso en Malasaña-Universidad, Madrid;Malasaña;1350;50;1;1;1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110205193/
Piso en Calle de Serrano, Recoletos, Madrid;Recoletos;2210;60;1;1;4;1;0;0;1;1;0;https://www.idealista.com/inmueble/101936119/
Piso en Avenida del Doctor Federico Rubio y Galí, 5, Bellas Vistas, Madrid;Bellas Vistas;1500;70;2;1;7;1;0;1;0;1;0;https://www.idealista.com/inmueble/110204918/
Piso en Calle de Santa Isabel, 9, Lavapiés-Embajadores, Madrid;Lavapiés;2400;79;1;1;0;1;0;1;1;1;1;https://www.idealista.com/inmueble/108830229/
Piso en Calle de Gabriela Mistral, 14, Peñagrande, Madrid;Otros Madrid;1650;75;2;1;7;1;0;0;1;0;1;https://www.idealista.com/inmueble/106609280/
Ático en Almagro, Madrid;Almagro;24000;715;5;5;7;1;1;1;1;0;0;https://www.idealista.com/inmueble/108579145/
Piso en Aravaca, Madrid;Aravaca;1300;85;1;1;0;1;0;1;0;1;0;https://www.idealista.com/inmueble/103583771/
Estudio en Cava de San Miguel, 13, Sol, Madrid;Sol;1900;30;0;1;2;1;0;1;1;1;1;https://www.idealista.com/inmueble/109679379/
Piso en Avenida de la Ciudad de Barcelona, 218, Adelfas, Madrid;Adelfas;1850;135;3;2;5;1;1;0;1;0;0;https://www.idealista.com/inmueble/95566019/
Piso en Calle del Doctor Zamenhof, 18, Salvador, Madrid;Otros Madrid;2850;174;2;2;3;1;1;1;1;0;1;https://www.idealista.com/inmueble/109426596/
Ático en Calle de la Sal, Sol, Madrid;Sol;3250;120;4;2;5;1;0;1;1;1;0;https://www.idealista.com/inmueble/110205047/
Piso en Calle del Monte Esquinza, Almagro, Madrid;Almagro;11500;406;4;5;3;1;1;0;1;0;0;https://www.idealista.com/inmueble/109962093/
Piso en Calle de la Libertad, Chueca-Justicia, Madrid;Justicia;2500;132;3;2;1;1;0;0;1;0;0;https://www.idealista.com/inmueble/110205026/
Piso en Calle Cidamón, San Juan Bautista, Madrid;Otros Madrid;1600;80;3;2;1;1;1;1;1;0;0;https://www.idealista.com/inmueble/90782481/
Piso en Delicias, Madrid;Delicias;925;42;2;1;1;1;0;0;0;0;0;https://www.idealista.com/inmueble/110205023/
Estudio en Calle del Camino Viejo de Leganés, Opañel, Madrid;Otros Madrid;950;40;0;1;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/110197076/
Piso en Avenida Córdoba, 31, Almendrales, Madrid;Otros Madrid;1200;71;1;1;2;1;1;1;1;0;0;https://www.idealista.com/inmueble/101629935/
Piso en Calle de Montesa, Goya, Madrid;Goya;2400;60;2;1;3;1;0;1;1;1;1;https://www.idealista.com/inmueble/109898496/
Piso en Calle de Santa Cruz de Marcenado, Malasaña-Universidad, Madrid;Malasaña;2000;80;2;1;7;1;1;1;1;0;0;https://www.idealista.com/inmueble/110204994/
Piso en Calle de Lope de Vega, Huertas-Cortes, Madrid;Cortes;2000;80;2;1;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/110104997/
Piso en Calle de la Sal, 5, Sol, Madrid;Sol;2430;95;3;2;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110204874/
Piso en Calle de Valderribas, Adelfas, Madrid;Adelfas;1800;53;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/110180830/
Ático en Calle de la Sal, Sol, Madrid;Sol;2130;70;3;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204872/
Piso en Calle de Ibiza, Ibiza, Madrid;Ibiza;2500;140;3;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/110106718/
Piso en Calle de María Pedraza, 5, Bellas Vistas, Madrid;Bellas Vistas;1150;50;1;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204893/
Piso en Castellana, Madrid;Castellana;2500;85;3;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/110106808/
Piso en Calle de la Villa de Marín, 8, La Paz, Madrid;Otros Madrid;1800;130;3;1;4;0;0;0;0;0;0;https://www.idealista.com/inmueble/110203720/
Piso en Calle de Columela, 2, Recoletos, Madrid;Recoletos;10000;192;3;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110129267/
Estudio en Pasaje de Doña Carlota, Prosperidad, Madrid;Prosperidad;880;50;0;1;1;0;0;0;0;0;0;https://www.idealista.com/inmueble/101893407/
Piso en Calle de Lagasca, 102, Castellana, Madrid;Castellana;7500;180;2;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/110129672/
Piso en Calle de Játiva, Adelfas, Madrid;Adelfas;1700;106;3;1;5;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204723/
Piso en Calle de Barquillo, Chueca-Justicia, Madrid;Justicia;1800;50;1;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/99967737/
Piso en Calle de Agustín de Foxá, 16, Castilla, Madrid;Castilla;970;45;1;1;9;0;0;0;0;0;0;https://www.idealista.com/inmueble/110202558/
Piso en Calle de Alfonso Rodríguez Santamaría, El Viso, Madrid;El Viso;2800;95;2;1;2;0;0;0;0;0;0;https://www.idealista.com/inmueble/105443208/
Estudio en Calle de la Sombrerería, 4, Lavapiés-Embajadores, Madrid;Lavapiés;1200;50;0;1;0;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204477/
Piso en CL Villa De Arbancon, Acacias, Madrid;Acacias;1875;94;3;1;6;0;0;0;0;0;0;https://www.idealista.com/inmueble/109494373/
Piso en Calle de San Isidro Labrador, Palacio, Madrid;Palacio;2000;60;2;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204638/
Piso en Paseo de la Castellana, Castilla, Madrid;Castellana;2390;160;3;1;6;0;0;0;0;0;0;https://www.idealista.com/inmueble/110040068/
Piso en Calle de los Misterios, Concepción, Madrid;Otros Madrid;2950;80;3;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204607/
Piso en Calle del Marqués de Encinares, Ventilla-Almenara, Madrid;Almenara;1500;57;2;1;3;0;0;0;0;0;0;https://www.idealista.com/inmueble/110195745/
Estudio en Calle de San Lorenzo, Chueca-Justicia, Madrid;Justicia;1250;28;0;1;-1;0;0;0;0;0;0;https://www.idealista.com/inmueble/110204604/
Ático en Valdebebas - Valdefuentes, Madrid;Valdebebas;3295;190;3;1;8;0;0;0;0;0;0;https://www.idealista.com/inmueble/108473733/
Piso en Calle de Saavedra Fajardo, Puerta del Ángel, Madrid;Puerta del Ángel;1600;50;2;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109470735/
Piso en Calle de San Bernardo, 76, Malasaña-Universidad, Madrid;Malasaña;3350;90;2;2;3;1;0;0;1;1;0;https://www.idealista.com/inmueble/102524800/
Piso en Calle de Andrés Tamayo, Guindalera, Madrid;Guindalera;1900;10;2;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109015129/
Piso en Jerónimos, Madrid;Jerónimos;1800;52;1;1;6;1;0;1;1;1;1;https://www.idealista.com/inmueble/109931908/
Estudio en Calle de Teruel, Cuatro Caminos, Madrid;Cuatro Caminos;1650;10;0;1;-1;1;0;1;1;1;0;https://www.idealista.com/inmueble/109049879/
Estudio en Carretera de Colmenar a Alcobendas, Km 0,5, s/n, Montecarmelo, Madrid;Montecarmelo;990;25;0;1;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/108592934/
Piso en Calle de Saavedra Fajardo, Puerta del Ángel, Madrid;Puerta del Ángel;1400;10;4;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110204549/
Piso en Calle de Ríos Rosas, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;1600;61;1;1;3;1;0;0;0;0;0;https://www.idealista.com/inmueble/103199482/
Piso en Calle Sierra de Cuerda Larga, Numancia, Madrid;Otros Madrid;1600;70;2;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110204544/
Piso en Calle Josefa Fernández Buterga, Opañel, Madrid;Otros Madrid;1400;85;2;1;1;1;1;0;1;1;1;https://www.idealista.com/inmueble/106648126/
Piso en Calle de San Dacio, 7, Tres Olivos - Valverde, Madrid;Otros Madrid;1500;74;3;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110202507/
Piso en Calle de Murcia, Palos de la Frontera, Madrid;Otros Madrid;1135;48;2;1;5;1;0;0;0;1;0;https://www.idealista.com/inmueble/110196327/
Piso en Calle de El Escorial, 9, Malasaña-Universidad, Madrid;Malasaña;730;40;1;1;4;1;0;0;0;1;0;https://www.idealista.com/inmueble/110202811/
Piso en Hortaleza, Chueca-Justicia, Madrid;Justicia;3000;125;1;1;3;1;0;0;1;0;1;https://www.idealista.com/inmueble/38968689/
Ático en Calle de la Orden, 4, Cuatro Caminos, Madrid;Cuatro Caminos;1500;60;1;1;3;1;0;1;0;1;1;https://www.idealista.com/inmueble/110203110/
Piso en Calle de las Infantas, Chueca-Justicia, Madrid;Justicia;2500;86;2;1;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/109983666/
Piso en Calle del Cocherón de la Villa, 11, Palomeras sureste, Madrid;Otros Madrid;1295;99;2;2;5;1;1;0;1;0;0;https://www.idealista.com/inmueble/110203859/
Piso en Paseo de Eduardo Dato, Almagro, Madrid;Almagro;8900;268;3;2;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/108350314/
Ático en Carretera de Canillas, 17, Canillas, Madrid;Otros Madrid;1750;150;4;3;4;1;1;1;1;0;0;https://www.idealista.com/inmueble/110204527/
Dúplex en Calle de Arturo Soria, Colina, Madrid;Arturo Soria;2500;165;2;2;3;1;1;1;1;0;0;https://www.idealista.com/inmueble/108631977/
Piso en Calle de San Alejandro, 6, Imperial, Madrid;Imperial;1400;80;3;1;6;1;0;1;1;1;0;https://www.idealista.com/inmueble/110204097/
Ático en Calle Segre, El Viso, Madrid;El Viso;3800;195;2;2;8;1;1;1;1;1;1;https://www.idealista.com/inmueble/37103034/
Piso en Calle del Corazón de María, 35 -39, Prosperidad, Madrid;Prosperidad;1575;70;2;1;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/92346115/
Piso en Paseo de la Castellana, Cuzco-Castillejos, Madrid;Castellana;3000;121;2;2;6;1;0;0;1;0;0;https://www.idealista.com/inmueble/109198060/
Piso en moreto, Jerónimos, Madrid;Jerónimos;2100;69;1;1;5;1;0;1;1;0;1;https://www.idealista.com/inmueble/103678589/
Piso en Calle san marcos, Chueca-Justicia, Madrid;Justicia;11000;543;6;5;2;1;1;0;1;0;0;https://www.idealista.com/inmueble/34244232/
Piso en Avenida de Pío XII, 97, Castilla, Madrid;Castilla;1600;80;1;2;11;1;1;1;1;1;0;https://www.idealista.com/inmueble/38294134/
Piso en Calle de O'Donnell, Estrella, Madrid;Estrella;3500;143;3;2;6;1;1;0;1;1;1;https://www.idealista.com/inmueble/105649116/
Piso en Calle de Tenerife, Bellas Vistas, Madrid;Bellas Vistas;3368;60;2;1;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/110204434/
Piso en Via Gran Vía, Palacio, Madrid;Palacio;2200;60;1;1;2;1;0;1;1;1;0;https://www.idealista.com/inmueble/106664563/
Piso en Calle de María de las Mercedes de Borbón, 230, Valdebebas - Valdefuentes, Madrid;Valdebebas;1850;118;3;2;3;1;1;1;1;0;0;https://www.idealista.com/inmueble/99877916/
Ático en Calle de Toledo, Sol, Madrid;Sol;2300;75;2;1;4;1;0;1;1;0;0;https://www.idealista.com/inmueble/109587308/
Estudio en Calle de Alejandro Morán, Puerta Bonita, Madrid;Otros Madrid;850;30;0;1;0;1;0;0;1;0;0;https://www.idealista.com/inmueble/109028176/
Piso en Avenida de Pío XII, Castilla, Madrid;Castilla;2650;91;2;2;6;1;1;0;1;0;0;https://www.idealista.com/inmueble/109605360/
Piso en Calle de la Pasa, 4, Palacio, Madrid;Palacio;1800;45;1;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110204318/
Piso en Calle del Alcalde Sainz de Baranda, Ibiza, Madrid;Ibiza;2450;100;2;2;6;1;1;0;1;0;1;https://www.idealista.com/inmueble/109595211/
Piso en Calle de la Virgen de la Oliva, 47, Simancas, Madrid;Otros Madrid;1200;79;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110204312/
Piso en Calle del General Zabala, Prosperidad, Madrid;Prosperidad;2700;127;4;2;5;1;1;0;1;0;1;https://www.idealista.com/inmueble/109649517/
Piso en Calle de José Antonio Rebolledo y Palma, 23, Ensanche de Vallecas - La Gavia, Madrid;Otros Madrid;1450;31;1;1;2;1;1;0;0;1;0;https://www.idealista.com/inmueble/110204308/
Piso en Paseo de La Habana, El Viso, Madrid;El Viso;3100;116;2;3;-1;1;0;0;1;1;0;https://www.idealista.com/inmueble/101926683/
Estudio en Calle del Tesoro, s/n, Malasaña-Universidad, Madrid;Malasaña;1300;30;0;1;4;1;0;1;1;1;0;https://www.idealista.com/inmueble/110204298/
Piso en Calle del Pinar, El Viso, Madrid;El Viso;2600;68;1;1;0;1;0;1;1;1;0;https://www.idealista.com/inmueble/109731239/
Piso en Calle del Conde de Romanones, s/n, Lavapiés-Embajadores, Madrid;Lavapiés;1595;60;2;1;-1;1;0;0;0;1;0;https://www.idealista.com/inmueble/110204296/
Piso en Calle de López Silva, Lavapiés-Embajadores, Madrid;Lavapiés;1300;57;1;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/109754969/
Piso en Calle de Embajadores, 66, Lavapiés-Embajadores, Madrid;Lavapiés;1200;55;1;1;1;1;0;0;0;1;0;https://www.idealista.com/inmueble/81142874/
Piso en Calle de Bravo Murillo, Nuevos Ministerios-Ríos Rosas, Madrid;Ríos Rosas;2300;125;3;2;3;1;0;1;1;0;1;https://www.idealista.com/inmueble/109771157/
Piso en de Ayala, Goya, Madrid;Goya;4400;123;3;2;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/110204234/
Piso en Paseo del Pintor Rosales, Argüelles, Madrid;Argüelles;13995;363;6;5;1;1;1;1;1;1;0;https://www.idealista.com/inmueble/109775466/
Piso en Calle Fernandez de los Rios, 30, Arapiles, Madrid;Arapiles;1360;59;2;1;3;1;0;0;0;1;0;https://www.idealista.com/inmueble/26757774/
Piso en Calle del Pintor Juan Gris, Cuzco-Castillejos, Madrid;Castillejos;3950;210;4;3;6;1;1;1;1;1;0;https://www.idealista.com/inmueble/109236063/
Piso en Paseo de Martínez Campos, 4, Almagro, Madrid;Almagro;1500;50;2;1;5;1;0;0;0;1;1;https://www.idealista.com/inmueble/95987409/
Piso en Calle de Sinesio Delgado, Ventilla-Almenara, Madrid;Almenara;1400;50;2;1;7;1;0;0;1;1;0;https://www.idealista.com/inmueble/109806327/
Piso en Calle de Palafox, Trafalgar, Madrid;Trafalgar;3400;109;2;2;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/97569078/
Piso en Calle de Castelló, Castellana, Madrid;Castellana;1800;55;1;1;1;1;1;0;1;1;0;https://www.idealista.com/inmueble/30235843/
Piso en Calle de San Bernardo, Malasaña-Universidad, Madrid;Malasaña;3300;90;2;2;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/110204167/
Piso en Calle de Casado del Alisal, Jerónimos, Madrid;Jerónimos;5700;259;5;4;1;1;1;1;1;0;0;https://www.idealista.com/inmueble/109859454/
Piso en Calle de la Encomienda de Palacios, Fontarrón, Madrid;Palacio;1100;60;3;1;3;1;0;0;0;0;0;https://www.idealista.com/inmueble/110203953/
Piso en Paseo de la Castellana, Cuzco-Castillejos, Madrid;Castellana;3900;190;3;2;11;1;1;0;1;1;1;https://www.idealista.com/inmueble/89447411/
Piso en Calle de Mateo García, Ventas, Madrid;Ventas;1200;55;2;1;3;1;0;0;0;0;1;https://www.idealista.com/inmueble/110203988/
Piso en Triana, Nueva España, Madrid;Nueva España;1950;90;2;2;0;1;0;0;0;0;0;https://www.idealista.com/inmueble/94161135/
Ático en Calle Tapia de Casariego, Valdemarín, Madrid;Otros Madrid;1400;55;1;1;3;1;1;1;1;1;0;https://www.idealista.com/inmueble/110203952/
Piso en Calle de Orense, Cuzco-Castillejos, Madrid;Castillejos;2300;90;2;2;5;1;1;0;1;1;0;https://www.idealista.com/inmueble/96313112/
Piso en Calle de Alcorisa, Canillas, Madrid;Otros Madrid;1650;110;3;2;1;1;0;1;1;0;0;https://www.idealista.com/inmueble/110203987/
Piso en Calle de Sor Ángela de la Cruz, Cuzco-Castillejos, Madrid;Castillejos;4500;228;5;3;8;1;1;1;1;0;1;https://www.idealista.com/inmueble/110033605/
Piso en Pinar del Rey, Madrid;Pinar del Rey;1234;53;2;1;1;1;0;0;1;1;0;https://www.idealista.com/inmueble/37875204/
Ático en Calle de Orense, Cuzco-Castillejos, Madrid;Castillejos;2900;120;2;2;7;1;0;1;1;1;1;https://www.idealista.com/inmueble/110049224/
Estudio en Calle de Valverde, 10, Malasaña-Universidad, Madrid;Malasaña;1300;30;0;1;3;1;0;1;1;1;0;https://www.idealista.com/inmueble/108743199/
Piso en Calle del Príncipe de Vergara, Castellana, Madrid;Castellana;3150;152;3;3;3;1;0;0;1;0;0;https://www.idealista.com/inmueble/109180156/
Piso en Calle de Dulce Chacón, 25, Virgen del Cortijo - Manoteras, Madrid;Otros Madrid;3100;134;3;2;12;1;1;1;1;0;0;https://www.idealista.com/inmueble/110203735/
Piso en Calle de Serrano, El Viso, Madrid;El Viso;3400;120;2;2;2;1;0;1;1;0;0;https://www.idealista.com/inmueble/110096717/
Piso en Calle del Dos de Mayo, 1, Malasaña-Universidad, Madrid;Malasaña;980;40;1;1;4;1;0;0;1;1;1;https://www.idealista.com/inmueble/107069322/
Piso en Calle de Serrano, El Viso, Madrid;El Viso;3400;120;2;2;1;1;0;0;1;0;0;https://www.idealista.com/inmueble/110097550/
Piso en Castilla, Madrid;Castilla;1590;86;3;2;5;1;0;0;0;1;0;https://www.idealista.com/inmueble/110203676/
Piso en Avenida del Doctor Federico Rubio y Galí, Bellas Vistas, Madrid;Bellas Vistas;2950;65;4;2;1;1;0;0;1;1;1;https://www.idealista.com/inmueble/107704016/
Piso en Avenida Isabel de Valois, 28, Sanchinarro, Madrid;Sanchinarro;1150;60;1;1;4;1;1;0;1;1;0;https://www.idealista.com/inmueble/2071009/
Piso en Calle del Doctor Castelo, Ibiza, Madrid;Ibiza;3600;144;3;3;1;1;0;0;1;0;1;https://www.idealista.com/inmueble/110146226/
Piso en Calle de la Cruz del Sur, Estrella, Madrid;Estrella;1900;85;2;2;8;1;1;1;1;0;0;https://www.idealista.com/inmueble/110203515/
Piso en Calle del Pinar, El Viso, Madrid;El Viso;2800;86;1;1;0;1;1;0;1;1;1;https://www.idealista.com/inmueble/110152911/
Piso en Plaza Castilla, Ventilla-Almenara, Madrid;Almenara;1080;50;1;1;2;1;0;0;1;1;1;https://www.idealista.com/inmueble/110203613/
Piso en Paseo de La Habana, El Viso, Madrid;El Viso;2300;55;2;2;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/110161584/
Piso en Calle de Monteleón, Malasaña-Universidad, Madrid;Malasaña;1000;21;1;1;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/110203540/
Ático en Calle de Toledo, Sol, Madrid;Sol;2300;75;2;1;4;1;0;1;1;0;0;https://www.idealista.com/inmueble/110165180/
Piso en Calle de la Marquesa de Silvela, Moscardó, Madrid;Otros Madrid;1150;66;3;1;3;1;0;0;1;0;1;https://www.idealista.com/inmueble/110203522/
Piso en Paseo de La Habana, El Viso, Madrid;El Viso;2000;57;1;1;3;1;0;0;1;1;1;https://www.idealista.com/inmueble/110169896/
Piso en Ventilla-Almenara, Madrid;Almenara;1500;88;3;1;1;1;0;0;1;0;0;https://www.idealista.com/inmueble/110203479/
Ático en Calle de Don Ramón de la Cruz, Lista, Madrid;Lista;2450;110;2;2;6;1;0;1;1;1;0;https://www.idealista.com/inmueble/109402619/
Dúplex en Calle de Canillas, Prosperidad, Madrid;Prosperidad;2600;140;2;2;0;1;0;0;1;0;1;https://www.idealista.com/inmueble/110203447/
Piso en Paseo de Eduardo Dato, Almagro, Madrid;Almagro;3950;167;2;3;3;1;1;0;1;1;0;https://www.idealista.com/inmueble/109940820/
Piso en Calle del Apóstol Santiago, Ventas, Madrid;Ventas;1095;60;2;1;2;1;0;0;0;1;0;https://www.idealista.com/inmueble/110203352/
Piso en Calle de García de Paredes, Almagro, Madrid;Almagro;3200;125;2;2;5;1;1;0;1;0;0;https://www.idealista.com/inmueble/110093573/
Piso en Calle de Hortaleza, 70, Chueca-Justicia, Madrid;Justicia;2300;84;2;2;5;1;0;0;1;1;0;https://www.idealista.com/inmueble/105914866/
